,title,page_id,article_age_days,num_edits,num_editors,num_registered_editors,num_anonymous_editors,num_occasional_editors,revert_count,discussion_count,quality
1263,Apollo 12,1967,8312,1923,850,588,262,733,322,158,FA
1264,Kylie Minogue,16894,8303,10715,3612,1923,1689,2957,1582,1129,FA
1265,Nebular hypothesis,212374,7742,1298,599,355,244,520,242,161,FA
1266,Andrew Jackson,1623,8282,11267,3293,2034,1259,2671,1528,2906,FA
1267,The Rite of Spring,163417,7849,2549,935,525,410,770,247,691,FA
1268,Benjamin Britten,64437,8008,2935,1143,678,465,977,464,352,FA
1269,Secretarybird,205716,7756,1417,496,335,161,423,141,78,FA
1270,South of Heaven,208995,7748,792,396,246,150,345,85,66,FA
1271,Orpheus in the Underworld,47203,8122,977,252,181,71,216,52,67,FA
1272,The Notorious B.I.G.,142510,7911,7188,3047,1777,1270,2584,941,585,FA
1273,Mistle thrush,185116,7800,538,219,179,40,188,41,25,FA
1274,Mary of Teck,48419,8116,2635,1011,582,429,868,246,178,FA
1275,Willie wagtail,214576,7738,717,278,204,74,236,74,72,FA
1276,Round the Horne,51602,8088,725,282,170,112,228,81,122,FA
1277,Ezra Pound,44203,8143,7390,1606,904,702,1363,565,2015,FA
1278,Buzz Aldrin,65777,8004,5357,2394,1375,1019,2028,940,544,FA
1279,Rastafari,42132,8282,10744,4543,1654,2889,4014,2121,920,FA
1280,Georges Feydeau,65415,8006,502,207,158,49,185,16,252,FA
1281,Boeing 777,89260,7950,10565,3191,1402,1790,2653,1751,892,FA
1282,Lung cancer,18450,8257,7849,2716,1246,1470,2335,1631,1314,FA
1283,Scorpion,28922,8256,6066,2878,1218,1660,2513,1342,263,FA
1284,Sesame Workshop,48083,8118,1473,640,301,339,542,186,70,FA
1285,John Barbirolli,149875,7889,740,260,207,53,220,36,42,FA
1286,Sega CD,29032,8244,1734,752,392,360,659,181,305,FA
1287,Tecumseh,200966,7766,5499,2387,1033,1354,1993,1376,201,FA
1288,Genetics,12266,8296,5143,2522,1163,1359,2182,1482,422,FA
1289,Derek Jeter,218947,7730,7917,2881,1589,1292,2331,1261,1043,FA
1290,Millipede,100340,7935,1884,993,531,462,878,419,130,FA
1291,Daspletosaurus,195485,7778,874,344,242,102,279,86,137,FA
1292,Aylesbury duck,272599,7650,284,163,116,47,143,41,42,FA
1293,Mick Jagger,57187,8049,7993,3619,1640,1979,3117,1617,476,FA
1294,Hippocampus,53948,8066,2182,903,513,390,792,277,270,FA
1295,Hippopotamus,37764,8179,6306,2923,1525,1398,2538,1641,831,FA
1296,Hockey Hall of Fame,74098,7982,1618,635,389,246,540,287,226,FA
1297,Neville Chamberlain,21453,8279,4486,1720,987,733,1504,742,422,FA
1298,Rock Steady (album),167809,7839,674,291,190,101,251,46,50,FA
1299,Brad Pitt,44849,8138,9971,4102,2271,1831,3465,2034,1174,FA
1300,Bobby Orr,86913,7954,3173,1410,643,767,1204,674,259,GA
1301,USS Florida (BB-30),189820,7790,276,122,102,20,108,17,52,GA
1302,New Jersey Route 147,264706,7658,149,47,43,4,35,2,24,GA
1303,Roger Federer,262376,7662,26839,8404,3155,5249,6793,2678,2818,GA
1304,"Rosendale (CDP), New York",127480,7919,621,111,101,10,95,10,49,GA
1305,Hypoglossal nerve,243330,7689,412,173,128,45,151,105,18,GA
1306,The World Needs a Hero,60309,8030,766,363,189,174,316,78,33,GA
1307,Kubera,100325,7935,708,321,212,109,280,66,34,GA
1308,Fingolfin,160629,7858,385,183,132,51,156,18,37,GA
1309,Leo Szilard,56359,8052,1280,693,446,247,600,108,169,GA
1310,New Jersey Route 41,101357,7933,215,51,46,5,39,4,20,GA
1311,CS gas,172147,7829,1374,789,409,380,692,114,133,GA
1312,Ricky Martin (1999 album),235085,7702,985,237,148,89,205,18,30,GA
1313,Italian battleship Giulio Cesare,15441,8158,449,204,151,53,170,42,46,GA
1314,Akira Kurosawa,872,8270,3423,1377,805,572,1181,230,277,GA
1315,New England Patriots,21719,8292,7071,2268,1374,894,1837,904,801,GA
1316,Autobahn (album),173281,7827,909,357,236,121,306,38,86,GA
1317,Earl Scruggs,60627,8028,1613,458,280,178,392,89,49,GA
1318,Clint Black,168303,7837,1056,515,270,245,432,130,41,GA
1319,Aage Bohr,2201,8188,508,324,254,70,291,42,53,GA
1320,London Philharmonic Orchestra,156292,7871,527,279,174,105,241,19,34,GA
1321,Jimmie Foxx,158191,7866,734,374,255,119,314,45,45,GA
1322,Thomas Hutchinson (governor),223391,7721,888,479,251,228,421,178,32,GA
1323,History of Christianity,14117,8259,11517,2421,1169,1252,2022,1004,1359,GA
1324,Enlil,9628,8158,932,387,235,152,339,99,68,GA
1325,Kind of Blue,196161,7777,1826,643,386,257,544,160,202,GA
1326,Coandă-1910,191704,7787,940,186,141,45,151,62,1869,GA
1327,Aphid,162296,7852,1850,798,475,323,701,189,100,GA
1328,Zeno of Elea,143331,8086,819,443,290,153,387,125,56,GA
1329,Sandra Schmirler,113328,7922,478,180,139,41,155,20,44,GA
1330,Fanny Mendelssohn,174723,7823,1315,447,275,172,382,149,296,GA
1331,Ronnie Barker,75619,7979,1370,749,399,350,642,117,71,GA
1332,Martha Washington,161547,7856,3274,1779,805,974,1558,817,157,GA
1333,Esarhaddon,188740,7792,553,273,211,62,238,24,24,GA
1334,Anatomy,674,8499,2690,1375,762,614,1225,640,323,GA
1335,New Jersey Route 29,99856,7936,397,76,59,17,57,9,29,GA
1336,Hank Williams,163416,7849,4489,1977,954,1023,1725,460,408,GA
1337,Passport to Pimlico,254991,7669,467,193,129,64,164,20,20,GA
1338,"Marysville, Washington",138219,7916,891,346,214,133,302,84,53,GA
1339,Njörðr,21594,8336,439,203,132,71,183,43,45,GA
1340,PSR B1620−26 b,265731,7657,353,205,142,63,179,22,46,GA
1341,Jonathan Pryce,144364,7906,1520,787,479,308,673,91,91,GA
1342,Lexus,18329,8158,4404,1448,695,753,1273,662,397,GA
1343,Britannicus,75073,7980,445,252,170,82,219,23,14,GA
1344,Pentium FDIV bug,24637,8259,431,305,208,97,284,18,69,GA
1345,Arrow (missile family),198447,7772,1583,333,221,112,277,55,107,GA
1346,Simon the Sorcerer,28341,8307,314,145,106,39,133,12,22,GA
1347,The Life and Death of 9413: a Hollywood Extra,74892,7980,252,91,77,14,81,2,28,GA
1348,Maureen O'Hara,235309,7702,2609,902,541,361,735,142,128,GA
1349,Avro Canada CF-105 Arrow,69755,7994,2912,1189,593,596,1012,505,510,GA
1350,1984 New York City Subway shooting,290164,7632,3754,1555,606,949,1326,337,1284,GA
1351,Batman (1989 film),4726,8158,4334,1587,966,621,1335,247,370,GA
1352,Mulan (1998 film),55720,8054,2465,1383,848,535,1215,224,228,GA
1353,Ayn Rand,339,8307,12915,3532,1809,1724,2914,2062,10587,GA
1354,Ashby de la Zouch Castle,260992,7664,127,66,59,7,58,7,23,GA
1355,Slime mold,26725,8518,1871,963,514,449,859,332,142,GA
1356,Queen Anne's War,119954,7920,868,431,274,157,382,116,44,GA
1357,Narcissus (plant),142854,7910,3662,944,546,398,824,357,120,GA
1358,"Palm Beach, Florida",109617,7923,1556,665,391,274,553,211,42,GA
1359,"Buford, Georgia",110137,7923,527,204,156,48,176,48,52,GA
1360,Æthelnoth (archbishop of Canterbury),145871,7900,197,64,57,7,57,2,34,GA
1361,Ice,14946,8334,4290,2364,1278,1086,2080,1212,395,GA
1362,Yuri Gagarin,34226,8503,4423,2140,1158,982,1850,827,682,GA
1363,Nickel,21274,8443,3848,1833,889,944,1573,973,250,GA
1364,Kola Peninsula,267512,7654,484,307,213,94,280,48,34,GA
1365,Tellurium,30043,8443,1366,727,425,303,647,220,65,GA
1366,Killswitch Engage,212907,7740,5393,2603,850,1753,2215,731,202,GA
1367,Korn,45246,8135,14889,6270,2286,3984,5274,2562,1037,GA
1368,Barium,3757,8443,1778,913,463,450,803,411,108,GA
1369,Tuberculosis,30653,8307,6969,2897,1421,1476,2497,1211,680,GA
1370,Hole (band),142537,7911,2296,991,499,492,834,242,89,GA
1371,Animals (Pink Floyd album),155972,7872,2241,1108,564,544,968,338,190,GA
1372,Pool of Radiance,174797,7823,772,276,172,104,227,29,102,GA
1373,Brolga,94882,7943,466,241,181,60,211,39,57,GA
1374,A Goofy Movie,155785,7872,3133,1461,559,902,1248,452,116,GA
1375,The Cure,57568,8048,5866,2423,989,1434,2064,962,294,GA
1376,Piccadilly,229183,7711,718,286,196,90,243,36,42,GA
1377,Battle of Chosin Reservoir,49397,8108,2675,779,423,356,634,389,433,GA
1378,Princess Peach,81435,7965,6921,2814,1176,1638,2313,1015,445,GA
1379,Christian Science,125309,7919,6287,1504,720,784,1235,849,3432,GA
1380,German aircraft carrier Graf Zeppelin,192399,7785,975,442,291,151,394,89,95,GA
1381,Youthanasia,60303,8030,1054,495,232,263,441,158,101,GA
1382,Nótt,87897,7952,153,94,75,19,86,13,12,GA
1383,Indium,14749,8443,1596,816,467,349,715,283,137,GA
1384,Radama II,271490,7650,259,95,81,14,81,18,26,GA
1385,Jack Charlton,180733,7810,1154,623,363,260,539,88,62,GA
1386,Ruth Bader Ginsburg,185232,7799,5167,2187,1258,929,1811,917,718,GA
1387,Richard Mentor Johnson,89110,7950,1154,492,371,121,419,71,123,GA
1388,Agriculture,627,8268,7577,3672,1843,1829,3184,2164,704,GA
1389,Darlington's Bridge at Delaware Station,266765,7655,127,60,55,5,51,4,17,GA
1390,Czech language,6343,8322,2516,1095,604,491,966,243,359,GA
1391,Promethium,23321,8442,1050,568,362,206,501,167,92,GA
1392,Lisa Simpson,64277,8338,4281,2160,992,1168,1894,756,297,GA
1393,Treaty of Waitangi,127254,7919,3258,1181,569,612,986,713,347,GA
1394,Stan Marsh,254271,7671,3431,1750,735,1015,1514,488,257,GA
1395,Batman Returns,4728,8158,4086,1699,848,851,1430,335,225,GA
1396,Tris Speaker,205846,7755,611,315,225,90,265,23,48,GA
1397,Survival horror,289749,7632,1704,794,373,421,688,276,320,GA
1398,Metis (moon),44654,8139,353,185,152,33,160,26,32,GA
1399,New Jersey Route 35,83573,7961,446,111,78,33,83,32,44,GA
1400,A.I. Artificial Intelligence,142224,7912,3120,1670,816,854,1476,419,357,GA
1401,Rockwell B-1 Lancer,4952,8206,3718,1228,674,554,1048,452,311,GA
1402,Language,17524,8271,5979,2656,1353,1303,2311,1159,1212,GA
1403,HMS Canopus (1897),192221,7785,331,132,114,18,116,14,42,GA
1404,New Jersey Route 324,269220,7653,118,43,37,6,33,1,27,GA
1405,Evolutionary developmental biology,57414,8048,817,278,209,69,234,32,133,GA
1406,Natalie Portman,38459,8159,8996,3585,1915,1670,3010,1975,1944,GA
1407,X2 (film),288303,7633,3657,1574,731,843,1348,323,352,GA
1408,Operation Totalize,252164,7675,604,179,136,43,146,42,128,GA
1409,Myxomatosis,213940,7739,986,582,294,288,531,111,70,GA
1410,Ruthenium,25600,8443,1327,699,431,268,607,203,71,GA
1411,Dr. Dre,8083,8449,7961,3585,1903,1682,3028,964,829,GA
1412,The Great Ziegfeld,44437,8141,823,259,187,72,217,20,31,GA
1413,Harry Yount,242079,7691,340,65,58,7,54,69,66,GA
1414,Robert Surcouf,296783,7623,639,262,180,82,234,26,55,GA
1415,Red Headed Stranger,194668,7780,429,191,136,55,172,5,28,GA
1416,Algol,1394,8352,718,386,275,111,342,124,204,GA
1417,Hormizd II,140490,7915,281,117,97,20,111,8,30,GA
1418,David Mirkin,113150,7923,397,186,129,57,165,12,50,GA
1419,YuYu Hakusho,158585,7865,3061,1262,576,686,1078,352,236,GA
1420,Al Pacino,41906,8158,8053,3773,1719,2054,3184,1659,375,GA
1421,Badajoz,58480,8043,1098,416,311,105,369,22,35,GA
1422,New Labour,207372,7752,647,276,170,106,229,53,57,GA
1423,Willard Libby,245682,7685,422,260,201,59,236,29,27,GA
1424,Dreamcast,29036,8244,6324,2757,1174,1583,2387,940,672,GA
1425,Chromium,5669,8443,3479,1602,783,819,1386,779,319,GA
1426,Bringing Up Baby,73376,7983,930,445,308,137,373,41,79,GA
1427,Expo 67,50588,8098,1589,669,386,283,579,178,138,GA
1428,Liliʻuokalani,195173,7779,3778,1059,533,526,899,448,772,GA
1429,Vitalogy,195486,7778,1452,471,249,222,409,113,48,GA
1430,Coverdale–Page,250607,7677,472,224,155,69,191,21,46,GA
1431,Sodium,26826,8321,5493,2639,1140,1499,2292,1643,363,GA
1432,Whale,33777,8285,7440,3245,1700,1545,2757,2091,1022,GA
1433,South Park,27977,8317,14528,7030,3374,3656,6008,2376,1886,GA
1434,Interferometry,166689,8327,1056,446,283,163,394,45,83,GA
1435,Hermann Hoth,261665,7663,667,247,183,64,219,29,59,GA
1436,Euston railway station,182649,7806,1816,615,390,225,491,431,232,GA
1437,Dolwyddelan Castle,206611,7753,317,117,97,20,97,17,38,GA
1438,Ahmedabad,206337,7754,7272,2836,1410,1426,2388,1099,363,GA
1439,Stevie Ray Vaughan,166911,7841,5114,2566,1012,1554,2228,630,301,GA
1440,Paul Morphy,89771,7949,1601,578,359,219,477,125,376,GA
1441,Ike Turner,50504,8098,2875,1203,604,599,1056,320,131,GA
1442,Atlantic Wall,149270,7891,813,493,288,205,432,70,55,GA
1443,Luis Buñuel,169033,7835,2170,897,548,349,776,87,212,GA
1444,Al-Aqsa Mosque,65759,8004,3862,1266,733,533,1053,558,1697,GA
1445,Streptococcal pharyngitis,92398,7945,1615,927,446,481,838,231,184,GA
1446,HMS Carnarvon,191805,7786,106,53,51,2,45,13,14,GA
1447,Túrin Turambar,248420,7681,563,244,156,88,214,10,47,GA
1448,Mickey Mantle,63665,8011,3983,1697,788,909,1466,749,219,GA
1449,USS Bennington (PG-4),208535,7749,148,89,82,7,74,2,30,GA
1450,Ivo Andrić,55016,8059,3048,1103,504,599,905,622,651,GA
1451,Climate,5999,8367,3918,1977,926,1051,1750,1160,264,GA
1452,2000 Taiwanese presidential election,284343,7639,410,169,135,34,141,27,41,GA
1453,Day of Reconciliation,160039,7860,308,155,99,56,134,52,56,GA
1454,Procellariiformes,53560,8068,572,202,176,26,171,42,33,GA
1455,Pierce Brosnan,180738,7810,5550,2768,1288,1480,2401,860,285,GA
1456,Shepton Mallet,66971,8001,895,317,212,105,264,98,62,GA
1457,Eärendil and Elwing,63694,8196,554,231,178,53,209,21,28,GA
1458,Farmer Giles of Ham,11745,8202,319,163,128,35,142,7,35,GA
1459,Leif Erikson,146803,7956,7175,3355,1407,1948,2818,2280,620,GA
1460,Cerebrospinal fluid,7632,8212,1117,586,317,269,518,131,83,GA
1461,Argument from morality,2003,8184,495,263,154,109,226,49,105,GA
1462,Sogdia,93965,7943,1845,516,361,155,411,96,261,GA
1463,Idries Shah,184030,7802,1706,346,254,92,285,53,537,GA
1464,Kuala Lumpur,16854,8282,6502,2483,1230,1253,2096,689,257,GA
1465,Indonesian National Revolution,66906,8001,3123,962,513,449,782,355,311,GA
1466,Ian Holm,171137,7831,1495,747,460,287,649,130,86,GA
1467,Manchester Metrolink,253314,7673,3311,824,434,390,634,330,309,GA
1468,Septimius Severus,28413,8305,1880,971,582,389,825,295,297,GA
1469,Diane Lane,306355,7610,2120,905,509,396,791,164,40,GA
1470,A Hard Day's Night (film),248601,7681,1623,834,498,336,721,151,206,GA
1471,Bert Bell,4892,8217,3296,236,190,46,197,36,358,GA
1472,The Cat in the Hat,148731,7892,3131,1704,773,931,1508,764,116,GA
1473,The Lion King,88678,7951,8261,3200,1861,1339,2662,1127,1108,GA
1474,USS Hornet (CV-12),207232,7752,893,418,285,133,362,80,59,GA
1475,Joust (video game),221627,7725,894,429,276,153,369,84,73,GA
1476,Area 51,2321,8284,5716,2811,1566,1245,2445,1051,1442,GA
1477,Molybdenum,19052,8443,2089,1019,533,486,902,364,168,GA
1478,Interstate 37,89537,7949,466,184,132,52,149,25,68,GA
1479,Thin Lizzy,166705,7842,2989,1190,511,679,993,494,297,GA
1480,Geyser,13034,8217,1777,940,516,424,813,368,115,GA
1481,Echiura,43144,8149,265,155,115,40,139,13,18,GA
1482,Rædwald of East Anglia,26225,8264,599,233,186,47,199,35,40,GA
1483,Battle of the Wilderness,48835,8113,1859,866,401,466,720,493,121,GA
1484,Szczerbiec,39740,8158,526,118,92,26,106,13,44,GA
1485,Winsor McCay,84656,7959,1066,489,306,183,422,112,98,GA
1486,Gloria Swanson,171993,7829,2060,897,527,370,764,98,136,GA
1487,Final Fantasy Chronicles,52761,8074,295,168,144,24,144,8,54,GA
1488,Milton Friedman,19640,8270,5581,2441,1323,1118,2068,911,886,GA
1489,Vyacheslav Molotov,71490,7989,2023,1046,662,385,909,152,233,GA
1490,Battersea Power Station,125745,7919,1716,815,478,337,690,94,122,GA
1491,Jan Karol Chodkiewicz,165560,7845,355,168,134,34,143,20,55,GA
1492,Predation,57559,8048,2728,1164,608,556,1039,471,144,GA
1493,Rio (Duran Duran album),196472,7776,822,388,242,146,342,46,33,GA
1494,New Jersey Route 50,107813,7924,196,61,55,6,48,5,27,GA
1495,Pim Fortuyn List,51876,8084,500,215,161,54,188,25,25,GA
1496,Indiana Jones and the Fate of Atlantis,80845,7967,951,494,289,205,433,58,118,GA
1497,"Ball Ground, Georgia",109957,7923,354,159,118,41,134,31,27,GA
1498,Ned Flanders,192207,7785,3186,1682,787,895,1502,439,179,GA
1499,Whitby,169107,7835,2502,763,494,269,635,243,178,GA
1500,Bohemond II of Antioch,157680,7867,207,97,84,13,85,8,35,GA
1501,E (mathematical constant),9633,8267,4325,1813,923,890,1557,1023,1606,GA
1502,Snake River,27982,8333,1334,577,373,204,499,193,77,GA
1503,Geraldine Page,206714,7753,810,425,291,134,370,26,32,GA
1504,Stealth game,245390,7686,1353,548,284,264,470,97,197,GA
1505,Convergent evolution,82804,7962,1405,655,400,255,557,200,225,GA
1506,New Jersey Route 4,98358,7939,377,114,86,28,89,22,30,GA
1507,History of the United States Navy,274942,7647,1047,419,281,138,353,78,75,GA
1508,Władysław IV Vasa,207239,7752,863,350,271,79,300,36,100,GA
1509,The Royal Tenenbaums,223268,7722,1590,858,410,448,751,194,120,GA
1510,USS Hawaii (CB-3),236491,7700,334,104,89,15,88,8,58,GA
1511,Battle of Dun Nechtain,249974,7679,541,162,133,29,137,23,100,GA
1512,River Witham,150029,7888,349,134,112,22,114,16,38,GA
1513,Inanna,78332,7972,2583,801,459,342,657,202,250,GA
1514,Parasitoid,217438,7732,796,270,189,81,233,25,62,GA
1515,Art Farmer,310414,7604,403,151,112,39,133,16,20,GA
1516,Animal House,75261,7979,3197,1556,751,805,1339,266,243,GA
1517,Pearl Krabs,253046,7673,924,486,219,267,413,187,30,GA
1518,Paralympic Games,67537,7999,2324,1113,562,551,955,383,126,GA
1519,"Diana, Princess of Wales",24095,8312,17184,6827,2851,3977,5843,3534,1686,GA
1520,Bartolomé de las Casas,69830,7994,2537,1242,589,653,1099,452,161,GA
1521,Margaret Thatcher,19831,8272,14194,3771,2545,1226,3045,1914,4160,GA
1522,Wario,100061,7935,5882,2635,1251,1384,2224,1077,493,GA
1523,Quantum mechanics,25202,8261,7981,3968,1884,2084,3498,2490,1436,GA
1524,School of Advanced Military Studies,47720,8120,535,121,93,28,96,9,58,GA
1525,"Monsters, Inc.",197558,8063,7051,3324,1278,2046,2854,1374,282,GA
1526,Pallas's cat,273706,7648,1612,541,320,221,463,288,181,GA
1527,Brooklyn Botanic Garden,301214,7617,573,215,168,47,185,33,22,GA
1528,Operation Ladbroke,254009,7671,257,100,77,23,86,5,22,GA
1529,Yoga,34258,8291,8849,3208,1619,1589,2673,1589,1726,GA
1530,Fermium,10822,8443,588,320,229,91,284,76,79,GA
1531,Phantasy Star Online,292733,7628,1572,804,350,454,706,228,151,GA
1532,American Cocker Spaniel,273940,7648,1264,674,337,337,581,220,71,GA
1533,Stephen V of Hungary,161730,7855,411,166,127,39,141,16,67,GA
1534,Rati,100843,7934,287,150,92,58,139,32,29,GA
1535,MAX Light Rail,148813,7892,2304,409,258,151,337,143,188,GA
1536,Battle of Fontenoy,157096,7869,1200,357,236,121,305,62,66,GA
1537,Ontario Highway 407,298606,7620,1622,624,308,316,505,85,104,GA
1538,Zita of Bourbon-Parma,152546,7883,1334,442,279,163,368,46,110,GA
1539,Dragonlance,183339,7804,1287,585,288,297,499,135,293,GA
1540,Tom Bombadil,62766,8314,1635,717,413,304,613,178,304,GA
1541,Sigismund Báthory,28405,8305,354,166,131,35,147,12,46,GA
1542,Long Range Desert Group,99228,7938,1403,304,214,90,257,45,163,GA
1543,GHV2,175686,7822,879,374,213,161,316,58,57,GA
1544,The Velvet Underground & Nico,78385,7971,1711,752,419,333,632,229,92,GA
1545,Humpty Dumpty,45915,8131,2531,1420,665,755,1251,645,197,GA
1546,Ecliptic,9264,8319,686,404,269,135,354,77,179,GA
1547,Thymus,56265,8052,1283,724,391,333,651,195,54,GA
1548,Battle of Bunker Hill,163162,7850,3577,1612,746,866,1361,865,372,GA
1549,Surfacing (album),287926,7633,424,191,129,62,164,19,21,GA
1550,Slide guitar,27614,8436,1577,575,303,272,500,96,96,GA
1551,Battle of Princeton,218910,7730,1976,949,432,517,796,483,117,GA
1552,Saturnalia,157592,7867,1700,897,412,485,804,299,243,GA
1553,American History X,171562,7830,3338,2017,821,1196,1791,414,237,GA
1554,Nevermind,143294,7908,5338,2113,963,1150,1827,848,286,GA
1555,Uxbridge,94342,7943,1188,534,297,237,462,120,42,GA
1556,Jean Anthelme Brillat-Savarin,262801,7661,448,219,158,61,189,27,70,GA
1557,Harry Shearer,14331,8177,1655,895,514,381,795,145,87,GA
1558,Gawsworth Old Hall,155052,7875,189,67,57,10,56,10,20,GA
1559,Staten Island Ferry,301247,7617,1210,520,318,202,442,110,71,GA
1560,James I of Scotland,58732,8042,1295,553,352,201,481,165,68,GA
1561,Bethlehem,4312,8308,3240,1344,783,561,1156,478,467,GA
1562,Porpoise,46037,8130,1653,845,432,413,738,424,95,GA
1563,Uttar Pradesh,231623,7708,8826,3299,1539,1761,2704,1052,382,GA
1564,Confessions (Usher album),239036,7696,1742,745,354,391,628,167,78,GA
1565,Apollo 1,1965,8314,3460,1423,744,679,1225,593,273,GA
1566,The Haunted Mask,264104,7659,772,375,160,215,327,84,31,GA
1567,World War II,32927,8266,27331,8450,4944,3506,6727,5318,21122,GA
1568,Senate of the Roman Republic,142450,8141,1058,578,299,279,507,162,88,GA
1569,Strontium,27118,8443,1791,936,536,400,817,331,122,GA
1570,American robin,67717,7998,2153,1020,511,509,877,524,154,GA
1571,Jack Kemp,16200,8295,2814,816,569,247,677,251,37,GA
1572,Alexander the Great,783,8303,12675,4937,2719,2218,3975,2528,5709,GA
1573,Mellon Collie and the Infinite Sadness,215246,7736,2046,884,420,464,761,292,120,GA
1574,Tiger II,188053,7794,2951,1040,503,537,869,555,399,GA
1575,Constructible number,7439,8158,300,110,85,25,94,10,45,GA
1576,Giant panda,12713,8290,6149,2978,1729,1249,2516,1389,1565,GA
1577,Carlos Menem,49966,8103,1866,861,479,382,751,164,104,GA
1578,Led Zeppelin II,50239,8100,1814,801,448,353,691,276,88,GA
1579,Blues for the Red Sun,196839,7775,382,192,130,62,162,19,29,GA
